GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,11,19,30,89,186,275,180,266,446,425,654,1079
3.750-3.999,0,4,4,15,37,52,67,99,166,95,177,272
3.500-3.749,4,17,21,53,97,150,119,166,285,209,324,533
3.250-3.499,3,9,12,39,67,106,94,124,218,181,239,420
3.000-3.249,3,14,17,41,68,109,118,119,237,237,219,456
2.750-2.999,5,4,9,8,13,21,21,32,53,44,56,100
2.500-2.749,3,4,7,19,25,44,35,26,61,63,69,132
2.250-2.499,1,4,5,10,6,16,17,14,31,37,34,71
2.000-2.249,2,6,8,7,7,14,17,13,30,31,32,63
1.750-1.999,0,1,1,1,1,2,1,2,3,8,6,14
1.500-1.749,1,1,2,2,1,3,6,5,11,9,7,16
1.250-1.499,1,0,1,0,0,0,0,0,0,5,1,6
1.000-1.249,0,0,0,1,3,4,4,3,7,10,6,16
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,6,1,7,18,9,27,51,21,72,60,51,111
