GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,6,11,53,48,101,170,91,261,450,234,684
3.750-3.999,1,3,4,13,14,27,28,18,46,50,43,93
3.500-3.749,0,5,5,33,24,57,69,38,107,106,67,173
3.250-3.499,3,3,6,30,18,48,70,25,95,88,43,131
3.000-3.249,4,2,6,25,15,40,83,21,104,136,36,172
2.750-2.999,3,0,3,11,2,13,23,3,26,22,7,29
2.500-2.749,1,0,1,9,0,9,14,5,19,31,6,37
2.250-2.499,1,1,2,2,0,2,10,3,13,12,2,14
2.000-2.249,0,0,0,7,0,7,8,2,10,26,3,29
1.750-1.999,1,0,1,0,0,0,1,1,2,3,0,3
1.500-1.749,2,0,2,1,0,1,0,2,2,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,1,1
1.000-1.249,0,0,0,1,0,1,1,0,1,2,1,3
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,2,5,11,4,15,24,5,29,52,23,75
