GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,14,19,54,201,255,101,425,526,246,942,1188
3.750-3.999,0,4,4,15,66,81,34,140,174,71,248,319
3.500-3.749,3,19,22,30,97,127,68,153,221,111,265,376
3.250-3.499,3,10,13,24,48,72,41,97,138,89,128,217
3.000-3.249,5,12,17,19,40,59,43,52,95,87,111,198
2.750-2.999,1,2,3,3,9,12,6,7,13,17,23,40
2.500-2.749,0,3,3,4,6,10,8,11,19,15,15,30
2.250-2.499,2,1,3,3,3,6,3,5,8,5,4,9
2.000-2.249,2,2,4,4,3,7,5,4,9,8,11,19
1.750-1.999,0,0,0,0,1,1,0,0,0,2,0,2
1.500-1.749,1,0,1,1,1,2,1,1,2,1,4,5
1.250-1.499,1,0,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,1,0,1,1,0,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,1,4,6,8,14,15,10,25,32,267,299
