GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,8,14,31,20,51,15,21,36,45,43,88
3.750-3.999,2,2,4,6,4,10,5,5,10,7,9,16
3.500-3.749,4,3,7,11,7,18,4,12,16,12,12,24
3.250-3.499,2,6,8,2,14,16,4,9,13,11,15,26
3.000-3.249,4,2,6,8,4,12,5,6,11,15,12,27
2.750-2.999,1,0,1,0,0,0,0,0,0,0,1,1
2.500-2.749,2,2,4,1,0,1,1,0,1,1,1,2
2.250-2.499,1,0,1,1,1,2,0,0,0,0,3,3
2.000-2.249,1,1,2,0,0,0,0,3,3,1,0,1
1.750-1.999,0,0,0,1,0,1,0,0,0,0,0,0
1.500-1.749,0,1,1,0,0,0,0,0,0,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,2,0,2
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,7,4,11,4,2,6,3,0,3,4,3,7
