GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,22,3,25,222,85,307,455,161,616,964,324,1288
3.750-3.999,2,0,2,4,0,4,8,2,10,22,12,34
3.500-3.749,4,0,4,34,11,45,120,37,157,257,98,355
3.250-3.499,2,1,3,11,10,21,59,13,72,83,33,116
3.000-3.249,7,3,10,113,41,154,267,68,335,514,134,648
2.750-2.999,1,0,1,7,4,11,9,2,11,15,7,22
2.500-2.749,0,1,1,14,14,28,59,22,81,118,32,150
2.250-2.499,1,0,1,16,4,20,26,7,33,24,15,39
2.000-2.249,8,3,11,79,18,97,106,26,132,179,48,227
1.750-1.999,0,0,0,7,0,7,3,1,4,9,3,12
1.500-1.749,0,0,0,6,0,6,16,5,21,21,4,25
1.250-1.499,1,0,1,6,0,6,2,4,6,6,4,10
1.000-1.249,5,1,6,13,7,20,29,8,37,20,12,32
0.750-0.999,0,0,0,1,1,2,0,0,0,0,2,2
0.500-0.749,1,0,1,4,0,4,3,0,3,0,0,0
0.250-0.499,1,0,1,1,1,2,1,0,1,1,0,1
0.000-0.249,19,0,19,39,12,51,54,20,74,167,53,220
