GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,52,65,117,457,487,944,1026,1234,2260,2137,2438,4575
3.750-3.999,2,0,2,7,4,11,30,40,70,83,110,193
3.500-3.749,10,10,20,77,89,166,301,302,603,685,615,1300
3.250-3.499,4,2,6,21,36,57,120,144,264,264,300,564
3.000-3.249,27,25,52,214,197,411,610,475,1085,1149,877,2026
2.750-2.999,2,0,2,13,13,26,25,33,58,58,69,127
2.500-2.749,6,2,8,32,38,70,133,104,237,309,203,512
2.250-2.499,2,2,4,24,17,41,43,44,87,87,95,182
2.000-2.249,25,9,34,137,73,210,212,146,358,405,308,713
1.750-1.999,0,1,1,9,4,13,6,5,11,24,15,39
1.500-1.749,2,1,3,14,4,18,34,36,70,51,50,101
1.250-1.499,1,0,1,7,3,10,8,8,16,16,13,29
1.000-1.249,10,5,15,23,28,51,56,39,95,77,87,164
0.750-0.999,0,2,2,4,1,5,1,1,2,4,11,15
0.500-0.749,2,1,3,5,2,7,4,5,9,2,7,9
0.250-0.499,1,0,1,3,1,4,3,1,4,5,3,8
0.000-0.249,29,9,38,89,70,159,154,109,263,384,319,703
