GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,12,19,31,30,31,61,55,61,116,169,125,294
3.750-3.999,13,11,24,27,29,56,49,38,87,74,46,120
3.500-3.749,6,10,16,45,20,65,74,38,112,143,55,198
3.250-3.499,13,11,24,41,27,68,66,28,94,125,58,183
3.000-3.249,15,13,28,33,22,55,79,35,114,174,61,235
2.750-2.999,11,5,16,20,7,27,52,15,67,64,12,76
2.500-2.749,9,5,14,19,10,29,47,11,58,73,15,88
2.250-2.499,5,3,8,15,6,21,26,11,37,46,8,54
2.000-2.249,2,2,4,12,3,15,32,4,36,37,18,55
1.750-1.999,3,3,6,5,0,5,8,0,8,9,0,9
1.500-1.749,0,0,0,5,1,6,5,1,6,11,2,13
1.250-1.499,3,2,5,2,0,2,4,2,6,2,2,4
1.000-1.249,0,1,1,4,2,6,1,1,2,4,2,6
0.750-0.999,0,0,0,1,0,1,3,2,5,3,0,3
0.500-0.749,1,0,1,2,0,2,0,0,0,1,1,2
0.250-0.499,0,0,0,0,2,2,2,1,3,0,0,0
0.000-0.249,2,3,5,7,2,9,10,5,15,10,7,17
