GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,13,53,66,23,178,201,45,280,325,126,659,785
3.750-3.999,9,27,36,22,113,135,44,135,179,77,243,320
3.500-3.749,11,43,54,21,127,148,52,183,235,108,325,433
3.250-3.499,11,35,46,35,84,119,46,116,162,89,205,294
3.000-3.249,22,56,78,34,91,125,64,90,154,93,159,252
2.750-2.999,6,29,35,15,45,60,35,49,84,38,61,99
2.500-2.749,3,20,23,16,31,47,15,34,49,40,44,84
2.250-2.499,11,9,20,5,19,24,10,22,32,31,34,65
2.000-2.249,6,12,18,7,15,22,13,10,23,17,40,57
1.750-1.999,4,0,4,4,5,9,4,6,10,10,8,18
1.500-1.749,6,3,9,5,2,7,6,9,15,9,10,19
1.250-1.499,4,2,6,0,1,1,4,3,7,4,4,8
1.000-1.249,1,1,2,2,0,2,1,3,4,3,8,11
0.750-0.999,1,0,1,1,0,1,5,0,5,1,0,1
0.500-0.749,1,1,2,0,1,1,1,1,2,2,1,3
0.250-0.499,1,0,1,1,0,1,1,0,1,1,2,3
0.000-0.249,3,2,5,0,5,5,9,7,16,12,143,155
