GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,63,41,104,138,122,260,109,115,224,220,273,493
3.750-3.999,32,31,63,75,92,167,86,82,168,158,183,341
3.500-3.749,44,31,75,80,84,164,133,108,241,193,203,396
3.250-3.499,47,35,82,72,65,137,107,98,205,167,148,315
3.000-3.249,40,17,57,73,53,126,100,105,205,190,135,325
2.750-2.999,13,12,25,26,24,50,47,39,86,64,49,113
2.500-2.749,17,13,30,25,19,44,52,32,84,92,46,138
2.250-2.499,11,4,15,13,14,27,33,21,54,50,20,70
2.000-2.249,12,4,16,20,11,31,26,6,32,29,21,50
1.750-1.999,3,2,5,3,4,7,3,4,7,7,4,11
1.500-1.749,2,3,5,6,4,10,3,4,7,13,3,16
1.250-1.499,1,4,5,0,1,1,3,3,6,3,0,3
1.000-1.249,1,1,2,3,4,7,3,1,4,4,3,7
0.750-0.999,0,0,0,1,0,1,0,0,0,2,0,2
0.500-0.749,0,2,2,0,1,1,0,0,0,5,1,6
0.250-0.499,0,0,0,0,0,0,1,1,2,1,0,1
0.000-0.249,7,0,7,6,4,10,7,1,8,17,16,33
