GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,63,60,123,67,72,139,45,76,121,136,147,283
3.750-3.999,13,6,19,23,20,43,30,49,79,53,60,113
3.500-3.749,28,35,63,40,53,93,48,65,113,74,93,167
3.250-3.499,29,49,78,31,55,86,37,56,93,66,63,129
3.000-3.249,23,40,63,30,60,90,44,57,101,78,92,170
2.750-2.999,6,17,23,22,15,37,18,27,45,38,34,72
2.500-2.749,20,34,54,17,47,64,23,36,59,46,46,92
2.250-2.499,5,28,33,10,27,37,11,19,30,29,37,66
2.000-2.249,9,17,26,12,27,39,15,21,36,32,21,53
1.750-1.999,2,3,5,4,9,13,4,7,11,3,8,11
1.500-1.749,6,11,17,2,9,11,4,7,11,5,5,10
1.250-1.499,3,7,10,3,6,9,2,0,2,5,4,9
1.000-1.249,1,3,4,3,4,7,1,4,5,4,2,6
0.750-0.999,1,1,2,1,6,7,1,3,4,1,1,2
0.500-0.749,0,4,4,1,1,2,1,1,2,1,0,1
0.250-0.499,1,4,5,1,0,1,3,0,3,0,1,1
0.000-0.249,5,9,14,6,11,17,11,6,17,17,13,30
