GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,32,62,94,42,97,139,33,59,92,86,208,294
3.750-3.999,8,18,26,10,29,39,24,45,69,17,49,66
3.500-3.749,15,41,56,23,54,77,27,74,101,54,144,198
3.250-3.499,12,33,45,18,57,75,22,47,69,32,95,127
3.000-3.249,16,26,42,22,40,62,33,51,84,47,121,168
2.750-2.999,6,26,32,5,30,35,18,24,42,14,47,61
2.500-2.749,12,17,29,16,31,47,8,24,32,30,56,86
2.250-2.499,3,13,16,6,18,24,8,13,21,15,25,40
2.000-2.249,5,13,18,8,16,24,4,11,15,16,34,50
1.750-1.999,3,4,7,7,7,14,2,8,10,3,16,19
1.500-1.749,0,4,4,1,4,5,1,4,5,8,12,20
1.250-1.499,2,3,5,1,1,2,3,4,7,5,10,15
1.000-1.249,2,1,3,0,1,1,1,1,2,6,11,17
0.750-0.999,1,2,3,0,4,4,1,1,2,1,5,6
0.500-0.749,1,8,9,1,0,1,1,1,2,1,3,4
0.250-0.499,1,1,2,0,0,0,0,0,0,0,2,2
0.000-0.249,3,5,8,1,3,4,2,10,12,9,17,26
