GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,2,7,31,25,56,65,73,138,216,147,363
3.750-3.999,1,0,1,25,20,45,46,18,64,78,49,127
3.500-3.749,6,6,12,37,25,62,68,40,108,127,95,222
3.250-3.499,3,1,4,18,17,35,77,37,114,125,57,182
3.000-3.249,2,3,5,39,13,52,63,26,89,178,51,229
2.750-2.999,3,3,6,15,7,22,33,12,45,91,29,120
2.500-2.749,3,1,4,23,4,27,38,13,51,91,16,107
2.250-2.499,3,0,3,6,3,9,22,7,29,45,8,53
2.000-2.249,0,0,0,8,6,14,24,6,30,50,8,58
1.750-1.999,1,1,2,6,0,6,4,1,5,11,4,15
1.500-1.749,2,0,2,5,1,6,8,1,9,6,2,8
1.250-1.499,0,0,0,0,1,1,3,1,4,2,4,6
1.000-1.249,0,1,1,3,0,3,6,4,10,3,2,5
0.750-0.999,1,0,1,1,0,1,1,0,1,0,1,1
0.500-0.749,1,1,2,0,1,1,1,1,2,1,2,3
0.250-0.499,0,0,0,0,0,0,2,0,2,0,0,0
0.000-0.249,3,1,4,10,0,10,12,4,16,9,4,13
