GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,117,31,148,484,144,628,360,138,498,1124,407,1531
3.750-3.999,21,6,27,184,65,249,220,70,290,690,234,924
3.500-3.749,67,16,83,286,95,381,321,103,424,888,273,1161
3.250-3.499,52,10,62,250,92,342,339,85,424,849,212,1061
3.000-3.249,135,20,155,295,111,406,408,109,517,946,243,1189
2.750-2.999,34,10,44,138,50,188,178,46,224,445,109,554
2.500-2.749,45,7,52,163,37,200,237,61,298,427,91,518
2.250-2.499,41,6,47,69,24,93,130,35,165,270,59,329
2.000-2.249,67,16,83,126,21,147,156,18,174,222,54,276
1.750-1.999,15,1,16,39,5,44,47,15,62,53,16,69
1.500-1.749,7,4,11,26,6,32,46,8,54,73,13,86
1.250-1.499,10,0,10,19,8,27,24,4,28,18,4,22
1.000-1.249,17,4,21,27,3,30,31,5,36,31,5,36
0.750-0.999,4,1,5,2,1,3,8,2,10,17,2,19
0.500-0.749,7,0,7,6,2,8,10,4,14,12,2,14
0.250-0.499,3,0,3,8,0,8,6,1,7,10,1,11
0.000-0.249,124,13,137,104,20,124,81,21,102,104,15,119
