GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,7,15,22,15,20,35,40,66,106
3.750-3.999,1,0,1,7,8,15,7,6,13,33,21,54
3.500-3.749,4,1,5,15,9,24,21,8,29,44,44,88
3.250-3.499,5,4,9,26,9,35,18,10,28,50,24,74
3.000-3.249,9,3,12,30,19,49,38,18,56,66,23,89
2.750-2.999,6,4,10,16,12,28,14,12,26,24,14,38
2.500-2.749,13,2,15,20,13,33,11,8,19,35,16,51
2.250-2.499,7,5,12,12,6,18,13,4,17,17,11,28
2.000-2.249,7,1,8,13,17,30,7,3,10,15,8,23
1.750-1.999,4,2,6,3,1,4,3,2,5,3,5,8
1.500-1.749,4,3,7,8,4,12,2,4,6,4,5,9
1.250-1.499,4,1,5,1,2,3,1,3,4,1,1,2
1.000-1.249,5,3,8,1,5,6,2,3,5,4,0,4
0.750-0.999,2,3,5,1,4,5,0,0,0,0,0,0
0.500-0.749,1,3,4,2,1,3,0,0,0,1,0,1
0.250-0.499,2,3,5,1,0,1,1,0,1,0,0,0
0.000-0.249,15,15,30,3,5,8,8,2,10,27,4,31
