GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,5,10,52,102,154,31,71,102,109,236,345
3.750-3.999,1,2,3,7,30,37,23,57,80,66,116,182
3.500-3.749,3,9,12,21,59,80,30,64,94,52,171,223
3.250-3.499,6,5,11,16,40,56,14,48,62,48,115,163
3.000-3.249,6,8,14,17,51,68,12,47,59,50,116,166
2.750-2.999,3,4,7,11,25,36,11,27,38,33,48,81
2.500-2.749,0,7,7,11,21,32,11,20,31,18,59,77
2.250-2.499,5,5,10,5,13,18,2,14,16,14,29,43
2.000-2.249,2,12,14,5,7,12,4,8,12,14,19,33
1.750-1.999,0,1,1,4,6,10,1,4,5,1,6,7
1.500-1.749,1,2,3,1,2,3,1,4,5,5,2,7
1.250-1.499,0,1,1,1,4,5,0,2,2,1,6,7
1.000-1.249,1,0,1,0,1,1,1,3,4,5,14,19
0.750-0.999,2,2,4,0,0,0,0,0,0,0,0,0
0.500-0.749,2,1,3,0,0,0,0,0,0,1,1,2
0.250-0.499,0,2,2,0,0,0,0,0,0,1,1,2
0.000-0.249,1,8,9,2,2,4,5,3,8,5,5,10
