GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,2,3,30,58,88,90,153,243,187,320,507
3.750-3.999,0,0,0,0,0,0,0,4,4,12,16,28
3.500-3.749,4,0,4,5,16,21,28,44,72,77,83,160
3.250-3.499,0,1,1,2,3,5,9,14,23,30,44,74
3.000-3.249,4,2,6,24,18,42,51,80,131,141,141,282
2.750-2.999,0,0,0,0,0,0,0,5,5,15,20,35
2.500-2.749,0,0,0,7,2,9,15,18,33,29,50,79
2.250-2.499,0,0,0,0,1,1,4,7,11,10,31,41
2.000-2.249,2,1,3,11,19,30,25,39,64,52,78,130
1.750-1.999,0,0,0,0,1,1,1,1,2,4,5,9
1.500-1.749,0,0,0,3,3,6,3,6,9,8,14,22
1.250-1.499,0,0,0,0,1,1,2,3,5,3,6,9
1.000-1.249,0,1,1,2,1,3,3,8,11,9,25,34
0.750-0.999,0,0,0,0,3,3,1,0,1,0,2,2
0.500-0.749,0,0,0,0,0,0,1,3,4,2,5,7
0.250-0.499,0,0,0,0,0,0,0,0,0,0,2,2
0.000-0.249,2,2,4,7,13,20,16,33,49,68,93,161
