GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,1,4,12,50,62,46,153,199,110,400,510
3.750-3.999,0,0,0,1,1,2,1,6,7,6,25,31
3.500-3.749,2,1,3,4,6,10,9,32,41,37,84,121
3.250-3.499,0,0,0,1,2,3,2,8,10,18,25,43
3.000-3.249,2,4,6,7,17,24,23,70,93,55,104,159
2.750-2.999,0,0,0,1,3,4,2,7,9,9,10,19
2.500-2.749,1,0,1,2,1,3,9,12,21,23,33,56
2.250-2.499,0,1,1,0,0,0,4,5,9,5,14,19
2.000-2.249,5,1,6,5,10,15,20,15,35,42,52,94
1.750-1.999,0,0,0,0,1,1,0,1,1,1,1,2
1.500-1.749,2,0,2,2,0,2,5,3,8,6,5,11
1.250-1.499,0,0,0,0,1,1,1,3,4,1,1,2
1.000-1.249,3,0,3,0,1,1,2,6,8,5,10,15
0.750-0.999,0,0,0,0,0,0,1,0,1,1,0,1
0.500-0.749,0,0,0,0,0,0,2,1,3,1,1,2
0.250-0.499,0,0,0,0,0,0,0,0,0,0,2,2
0.000-0.249,1,1,2,0,7,7,5,16,21,32,38,70
