GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,54,57,111,61,90,151,16,25,41,0,2,2
3.750-3.999,0,1,1,1,1,2,0,1,1,0,0,0
3.500-3.749,50,48,98,16,21,37,4,5,9,2,3,5
3.250-3.499,0,0,0,4,7,11,0,5,5,0,1,1
3.000-3.249,39,54,93,25,43,68,14,11,25,0,1,1
2.750-2.999,0,0,0,0,0,0,0,2,2,0,0,0
2.500-2.749,16,19,35,7,2,9,0,2,2,0,0,0
2.250-2.499,0,0,0,2,1,3,0,0,0,1,0,1
2.000-2.249,9,14,23,14,6,20,7,4,11,1,0,1
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,2,2,1,0,1,2,2,4,0,0,0
1.250-1.499,0,0,0,1,1,2,0,0,0,0,0,0
1.000-1.249,2,2,4,4,4,8,3,1,4,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,1,2,1,1,2,0,1,1,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,6,5,11,7,8,15,2,4,6,0,1,1
