GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,2,8,38,45,83,88,111,199,210,212,422
3.750-3.999,0,0,0,0,0,0,1,2,3,6,5,11
3.500-3.749,3,0,3,5,4,9,20,29,49,51,57,108
3.250-3.499,0,0,0,1,0,1,4,2,6,18,20,38
3.000-3.249,4,4,8,21,12,33,46,51,97,99,80,179
2.750-2.999,0,0,0,0,0,0,1,0,1,2,2,4
2.500-2.749,2,0,2,3,1,4,8,3,11,24,17,41
2.250-2.499,0,0,0,0,0,0,1,0,1,5,3,8
2.000-2.249,1,0,1,15,5,20,25,15,40,28,23,51
1.750-1.999,0,0,0,0,0,0,0,0,0,2,2,4
1.500-1.749,1,0,1,1,0,1,0,0,0,5,2,7
1.250-1.499,0,0,0,0,0,0,1,0,1,1,0,1
1.000-1.249,0,0,0,2,0,2,4,5,9,5,6,11
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,12,7,19,13,8,21,41,18,59
