GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,29,40,69,59,75,134,100,99,199
3.750-3.999,0,0,0,0,2,2,0,2,2,6,5,11
3.500-3.749,0,1,1,4,5,9,6,7,13,15,23,38
3.250-3.499,1,1,2,2,2,4,4,8,12,9,7,16
3.000-3.249,2,3,5,17,6,23,15,17,32,39,35,74
2.750-2.999,0,0,0,0,0,0,0,1,1,3,1,4
2.500-2.749,0,0,0,0,1,1,4,10,14,8,10,18
2.250-2.499,0,0,0,1,1,2,3,1,4,2,4,6
2.000-2.249,1,0,1,8,12,20,11,17,28,20,31,51
1.750-1.999,0,0,0,0,2,2,0,0,0,0,6,6
1.500-1.749,0,0,0,1,2,3,2,2,4,2,4,6
1.250-1.499,0,0,0,2,1,3,0,1,1,2,2,4
1.000-1.249,0,0,0,1,3,4,5,4,9,6,6,12
0.750-0.999,1,0,1,0,0,0,0,2,2,0,1,1
0.500-0.749,1,1,2,0,0,0,0,0,0,0,3,3
0.250-0.499,0,0,0,0,0,0,0,2,2,0,0,0
0.000-0.249,4,0,4,8,6,14,3,6,9,17,15,32
