GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,196,306,502,356,497,853,260,512,772,460,994,1454
3.750-3.999,49,87,136,110,200,310,132,308,440,231,466,697
3.500-3.749,132,174,306,208,353,561,224,373,597,372,651,1023
3.250-3.499,108,119,227,167,253,420,207,309,516,311,550,861
3.000-3.249,140,178,318,204,310,514,255,318,573,378,555,933
2.750-2.999,45,75,120,88,159,247,108,160,268,178,197,375
2.500-2.749,66,87,153,117,160,277,119,148,267,176,222,398
2.250-2.499,37,60,97,57,92,149,79,92,171,121,148,269
2.000-2.249,63,67,130,80,82,162,79,77,156,116,138,254
1.750-1.999,19,25,44,23,37,60,32,31,63,36,47,83
1.500-1.749,16,29,45,24,36,60,23,20,43,43,49,92
1.250-1.499,14,12,26,19,21,40,12,14,26,27,23,50
1.000-1.249,11,19,30,22,17,39,22,14,36,31,37,68
0.750-0.999,7,5,12,7,9,16,6,7,13,7,11,18
0.500-0.749,6,10,16,9,9,18,8,6,14,10,17,27
0.250-0.499,1,3,4,8,5,13,2,6,8,8,6,14
0.000-0.249,36,43,79,39,27,66,42,37,79,41,61,102
