GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,563,93,656,621,148,769,440,125,565,1110,442,1552
3.750-3.999,172,33,205,253,75,328,254,71,325,693,208,901
3.500-3.749,274,74,348,367,104,471,345,92,437,916,259,1175
3.250-3.499,226,52,278,298,100,398,331,87,418,787,233,1020
3.000-3.249,440,97,537,437,113,550,434,100,534,948,227,1175
2.750-2.999,130,47,177,200,63,263,224,69,293,442,118,560
2.500-2.749,145,49,194,187,53,240,223,64,287,448,103,551
2.250-2.499,105,23,128,146,33,179,152,51,203,251,71,322
2.000-2.249,149,35,184,130,27,157,119,34,153,205,46,251
1.750-1.999,38,11,49,56,23,79,51,16,67,77,13,90
1.500-1.749,44,16,60,47,16,63,50,13,63,51,8,59
1.250-1.499,35,8,43,21,7,28,30,7,37,30,11,41
1.000-1.249,34,10,44,30,6,36,39,8,47,28,5,33
0.750-0.999,8,2,10,11,4,15,8,1,9,8,3,11
0.500-0.749,11,4,15,7,2,9,6,2,8,12,0,12
0.250-0.499,3,1,4,6,0,6,5,2,7,9,2,11
0.000-0.249,76,14,90,41,14,55,39,10,49,66,18,84
