GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,6,11,66,168,234,111,253,364,232,636,868
3.750-3.999,4,9,13,51,82,133,64,180,244,139,329,468
3.500-3.749,8,13,21,46,103,149,98,203,301,195,405,600
3.250-3.499,5,8,13,49,86,135,102,190,292,163,286,449
3.000-3.249,17,10,27,50,102,152,141,183,324,219,322,541
2.750-2.999,8,8,16,29,44,73,63,79,142,100,118,218
2.500-2.749,8,4,12,24,41,65,57,82,139,114,124,238
2.250-2.499,6,0,6,21,31,52,35,33,68,63,95,158
2.000-2.249,2,5,7,16,14,30,35,41,76,65,81,146
1.750-1.999,1,0,1,5,5,10,12,11,23,16,24,40
1.500-1.749,0,2,2,2,8,10,8,11,19,23,18,41
1.250-1.499,0,1,1,4,3,7,7,8,15,8,17,25
1.000-1.249,0,0,0,7,5,12,5,5,10,8,12,20
0.750-0.999,1,0,1,2,2,4,3,5,8,3,4,7
0.500-0.749,1,0,1,3,1,4,3,2,5,8,3,11
0.250-0.499,1,0,1,1,1,2,3,1,4,2,2,4
0.000-0.249,3,5,8,11,11,22,13,21,34,44,27,71
