GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,10,6,16,9,13,22,6,17,23,33,36,69
3.750-3.999,11,7,18,4,7,11,15,5,20,22,13,35
3.500-3.749,21,7,28,14,11,25,16,19,35,43,38,81
3.250-3.499,18,16,34,20,11,31,18,19,37,39,22,61
3.000-3.249,16,13,29,28,19,47,20,10,30,54,25,79
2.750-2.999,14,6,20,15,5,20,15,7,22,27,16,43
2.500-2.749,22,13,35,14,10,24,11,14,25,41,15,56
2.250-2.499,11,7,18,12,6,18,14,7,21,15,9,24
2.000-2.249,16,17,33,14,7,21,7,3,10,11,5,16
1.750-1.999,3,6,9,10,4,14,2,1,3,8,3,11
1.500-1.749,4,7,11,10,3,13,1,1,2,1,2,3
1.250-1.499,8,2,10,3,3,6,2,2,4,0,0,0
1.000-1.249,3,6,9,2,1,3,3,1,4,2,0,2
0.750-0.999,1,2,3,1,3,4,0,0,0,1,0,1
0.500-0.749,5,3,8,2,2,4,1,1,2,0,0,0
0.250-0.499,3,0,3,2,1,3,0,1,1,0,0,0
0.000-0.249,12,13,25,3,2,5,2,1,3,5,2,7
