GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,850,547,1397,1321,1169,2490,1075,1360,2435,2347,3256,5603
3.750-3.999,285,216,501,579,600,1179,657,838,1495,1334,1443,2777
3.500-3.749,476,381,857,839,811,1650,917,978,1895,1886,1841,3727
3.250-3.499,420,306,726,693,649,1342,883,800,1683,1707,1473,3180
3.000-3.249,676,422,1098,846,731,1577,1054,778,1832,1928,1395,3323
2.750-2.999,227,176,403,414,346,760,525,377,902,884,586,1470
2.500-2.749,263,213,476,417,320,737,510,366,876,882,555,1437
2.250-2.499,174,119,293,259,191,450,325,235,560,524,358,882
2.000-2.249,235,132,367,254,152,406,279,198,477,455,290,745
1.750-1.999,70,48,118,94,84,178,113,73,186,143,96,239
1.500-1.749,70,62,132,90,63,153,109,65,174,127,87,214
1.250-1.499,56,27,83,46,37,83,55,32,87,74,55,129
1.000-1.249,52,42,94,61,33,94,73,29,102,79,65,144
0.750-0.999,18,10,28,22,17,39,20,11,31,19,17,36
0.500-0.749,18,20,38,21,15,36,18,12,30,29,20,49
0.250-0.499,5,6,11,16,10,26,10,8,18,22,13,35
0.000-0.249,123,71,194,106,56,162,119,82,201,158,237,395
