GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,12,16,45,89,134,53,124,177,171,385,556
3.750-3.999,3,5,8,36,54,90,52,107,159,127,169,296
3.500-3.749,9,16,25,38,88,126,96,139,235,194,309,503
3.250-3.499,10,9,19,52,100,152,92,110,202,172,225,397
3.000-3.249,11,18,29,59,96,155,124,143,267,214,246,460
2.750-2.999,6,14,20,21,41,62,57,76,133,117,135,252
2.500-2.749,7,17,24,15,36,51,68,67,135,116,135,251
2.250-2.499,5,7,12,16,25,41,32,48,80,89,78,167
2.000-2.249,5,11,16,17,18,35,46,37,83,64,73,137
1.750-1.999,2,1,3,5,7,12,10,7,17,27,20,47
1.500-1.749,1,1,2,4,9,13,12,13,25,21,29,50
1.250-1.499,1,1,2,3,6,9,12,8,20,14,18,32
1.000-1.249,0,2,2,5,5,10,7,6,13,14,15,29
0.750-0.999,0,0,0,2,2,4,0,3,3,2,4,6
0.500-0.749,3,1,4,1,0,1,3,2,5,3,5,8
0.250-0.499,1,1,2,1,1,2,3,3,6,1,4,5
0.000-0.249,5,5,10,11,8,19,13,10,23,17,24,41
