GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,7,7,22,142,164,59,271,330,148,662,810
3.750-3.999,1,7,8,14,80,94,38,117,155,69,239,308
3.500-3.749,7,8,15,30,103,133,54,152,206,126,293,419
3.250-3.499,4,10,14,26,79,105,41,125,166,86,186,272
3.000-3.249,3,11,14,26,99,125,49,107,156,90,170,260
2.750-2.999,3,2,5,16,25,41,30,51,81,38,71,109
2.500-2.749,7,3,10,12,26,38,15,32,47,54,60,114
2.250-2.499,2,2,4,9,15,24,11,23,34,28,24,52
2.000-2.249,0,4,4,6,7,13,12,11,23,25,29,54
1.750-1.999,1,1,2,2,2,4,3,7,10,5,4,9
1.500-1.749,3,0,3,1,1,2,2,4,6,3,8,11
1.250-1.499,0,1,1,1,1,2,2,1,3,3,2,5
1.000-1.249,0,0,0,1,0,1,0,2,2,3,3,6
0.750-0.999,0,1,1,0,1,1,1,0,1,1,1,2
0.500-0.749,0,1,1,1,0,1,0,2,2,1,2,3
0.250-0.499,1,0,1,0,0,0,1,0,1,0,0,0
0.000-0.249,0,3,3,1,3,4,9,6,15,18,243,261
