GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,17,2,19,139,62,201,360,129,489,769,248,1017
3.750-3.999,0,0,0,1,1,2,5,0,5,14,7,21
3.500-3.749,2,0,2,22,4,26,66,21,87,151,52,203
3.250-3.499,0,0,0,7,3,10,26,8,34,58,19,77
3.000-3.249,6,4,10,69,24,93,159,44,203,379,88,467
2.750-2.999,0,0,0,8,1,9,7,2,9,15,4,19
2.500-2.749,3,0,3,10,1,11,22,7,29,77,33,110
2.250-2.499,3,0,3,10,3,13,11,2,13,31,12,43
2.000-2.249,13,2,15,39,13,52,59,19,78,142,37,179
1.750-1.999,0,0,0,3,0,3,1,1,2,3,2,5
1.500-1.749,0,1,1,3,0,3,12,3,15,16,8,24
1.250-1.499,2,1,3,2,2,4,1,0,1,3,0,3
1.000-1.249,2,1,3,10,6,16,19,6,25,32,12,44
0.750-0.999,1,0,1,0,1,1,0,0,0,1,0,1
0.500-0.749,0,0,0,1,0,1,2,2,4,5,0,5
0.250-0.499,0,0,0,1,1,2,0,0,0,1,0,1
0.000-0.249,22,14,36,42,18,60,80,35,115,382,135,517
