GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,72,63,135,69,87,156,25,30,55,1,8,9
3.750-3.999,0,0,0,0,1,1,0,2,2,0,0,0
3.500-3.749,85,71,156,15,24,39,9,11,20,0,0,0
3.250-3.499,0,0,0,3,2,5,1,2,3,0,2,2
3.000-3.249,36,51,87,32,32,64,14,9,23,0,1,1
2.750-2.999,0,1,1,2,1,3,0,0,0,0,0,0
2.500-2.749,11,7,18,3,4,7,3,4,7,0,0,0
2.250-2.499,0,0,0,3,0,3,0,1,1,0,2,2
2.000-2.249,2,8,10,5,11,16,7,7,14,2,0,2
1.750-1.999,0,0,0,0,1,1,0,1,1,0,0,0
1.500-1.749,3,2,5,1,0,1,1,0,1,0,0,0
1.250-1.499,0,0,0,1,1,2,1,0,1,0,0,0
1.000-1.249,0,0,0,1,3,4,0,0,0,0,1,1
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,2,0,2,0,0,0
0.250-0.499,0,0,0,0,0,0,1,0,1,0,0,0
0.000-0.249,3,9,12,7,7,14,4,2,6,0,0,0
