GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,2,4,37,67,104,92,202,294,161,429,590
3.750-3.999,0,0,0,1,0,1,3,4,7,4,13,17
3.500-3.749,3,1,4,5,11,16,24,71,95,61,105,166
3.250-3.499,1,1,2,2,6,8,5,17,22,19,38,57
3.000-3.249,3,1,4,8,30,38,50,69,119,74,134,208
2.750-2.999,0,0,0,1,1,2,3,0,3,9,9,18
2.500-2.749,1,1,2,2,3,5,5,24,29,21,34,55
2.250-2.499,0,0,0,0,1,1,1,6,7,15,8,23
2.000-2.249,1,0,1,5,4,9,10,25,35,17,51,68
1.750-1.999,0,0,0,0,0,0,0,2,2,0,1,1
1.500-1.749,1,0,1,0,0,0,1,7,8,3,8,11
1.250-1.499,0,0,0,0,0,0,1,0,1,2,0,2
1.000-1.249,0,0,0,2,2,4,5,7,12,4,10,14
0.750-0.999,0,0,0,0,0,0,0,0,0,0,2,2
0.500-0.749,0,0,0,0,0,0,0,0,0,1,1,2
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,2,8,10,26,38,64,69,79,148
