GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,5,11,8,9,17,9,18,27,8,18,26
3.750-3.999,0,0,0,0,0,0,0,0,0,0,0,0
3.500-3.749,2,1,3,1,1,2,2,5,7,2,8,10
3.250-3.499,1,2,3,0,2,2,0,2,2,1,1,2
3.000-3.249,4,3,7,8,10,18,6,7,13,7,6,13
2.750-2.999,2,2,4,3,2,5,1,1,2,0,1,1
2.500-2.749,0,2,2,4,4,8,5,2,7,2,2,4
2.250-2.499,0,4,4,1,4,5,2,1,3,0,0,0
2.000-2.249,4,3,7,7,5,12,4,3,7,7,5,12
1.750-1.999,0,0,0,0,1,1,1,1,2,0,0,0
1.500-1.749,1,0,1,1,1,2,1,1,2,0,1,1
1.250-1.499,1,0,1,3,0,3,0,1,1,0,0,0
1.000-1.249,1,0,1,2,0,2,0,0,0,6,0,6
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,1,1,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,1,4,1,0,1,1,1,2,15,11,26
