GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,17,26,30,26,56,55,42,97,163,97,260
3.750-3.999,11,13,24,35,22,57,43,29,72,79,39,118
3.500-3.749,19,11,30,51,19,70,74,22,96,131,46,177
3.250-3.499,17,6,23,45,10,55,77,19,96,119,35,154
3.000-3.249,10,17,27,34,19,53,57,11,68,120,20,140
2.750-2.999,7,5,12,14,10,24,42,11,53,52,8,60
2.500-2.749,7,6,13,15,7,22,36,7,43,35,8,43
2.250-2.499,5,2,7,11,5,16,12,3,15,28,5,33
2.000-2.249,6,2,8,10,3,13,13,6,19,20,2,22
1.750-1.999,2,2,4,1,1,2,5,0,5,3,1,4
1.500-1.749,2,2,4,0,1,1,2,0,2,5,0,5
1.250-1.499,1,0,1,1,0,1,2,1,3,1,0,1
1.000-1.249,1,1,2,0,0,0,1,0,1,2,0,2
0.750-0.999,2,1,3,0,0,0,0,1,1,0,1,1
0.500-0.749,0,0,0,1,0,1,1,0,1,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,1,0,1,0,1,1,3,2,5,6,4,10
