GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,10,12,6,14,20,11,25,36,16,49,65
3.750-3.999,2,5,7,4,10,14,6,19,25,9,34,43
3.500-3.749,3,10,13,5,13,18,6,9,15,18,33,51
3.250-3.499,3,8,11,1,7,8,4,14,18,9,9,18
3.000-3.249,5,6,11,4,6,10,3,8,11,3,15,18
2.750-2.999,3,2,5,0,2,2,0,1,1,1,4,5
2.500-2.749,1,0,1,2,2,4,4,1,5,0,2,2
2.250-2.499,0,1,1,1,0,1,0,2,2,1,2,3
2.000-2.249,1,1,2,0,0,0,1,2,3,3,3,6
1.750-1.999,0,0,0,0,1,1,0,0,0,0,0,0
1.500-1.749,0,0,0,1,0,1,0,0,0,0,2,2
1.250-1.499,1,0,1,1,0,1,0,0,0,0,1,1
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,0,1,1,1,1,2,1,0,1
