GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,935,629,1564,1183,1158,2341,1210,1327,2537,2452,3311,5763
3.750-3.999,283,223,506,561,574,1135,798,819,1617,1446,1607,3053
3.500-3.749,511,466,977,869,866,1735,1029,996,2025,2017,2015,4032
3.250-3.499,450,374,824,727,664,1391,987,828,1815,1757,1468,3225
3.000-3.249,743,573,1316,879,780,1659,1030,868,1898,1956,1341,3297
2.750-2.999,273,232,505,403,331,734,553,347,900,958,596,1554
2.500-2.749,276,276,552,446,324,770,529,367,896,910,576,1486
2.250-2.499,154,144,298,274,198,472,329,228,557,512,319,831
2.000-2.249,242,177,419,261,208,469,283,185,468,462,309,771
1.750-1.999,55,54,109,103,84,187,110,64,174,129,89,218
1.500-1.749,67,66,133,90,67,157,83,63,146,118,91,209
1.250-1.499,27,45,72,54,39,93,48,33,81,77,51,128
1.000-1.249,75,50,125,55,24,79,50,35,85,53,49,102
0.750-0.999,21,14,35,9,13,22,23,11,34,26,17,43
0.500-0.749,18,17,35,26,15,41,17,15,32,29,14,43
0.250-0.499,12,18,30,13,8,21,20,10,30,12,10,22
0.000-0.249,133,89,222,103,55,158,105,70,175,165,237,402
