GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,38,47,85,111,154,265,219,359,578
3.750-3.999,0,0,0,1,4,5,2,8,10,11,16,27
3.500-3.749,2,0,2,6,9,15,23,29,52,62,63,125
3.250-3.499,0,1,1,2,2,4,4,9,13,15,36,51
3.000-3.249,1,4,5,13,16,29,50,72,122,103,116,219
2.750-2.999,0,0,0,1,2,3,2,8,10,9,5,14
2.500-2.749,1,0,1,1,1,2,19,9,28,27,24,51
2.250-2.499,0,0,0,1,1,2,7,0,7,9,10,19
2.000-2.249,0,1,1,7,10,17,18,18,36,39,80,119
1.750-1.999,0,0,0,0,0,0,1,1,2,4,4,8
1.500-1.749,0,0,0,1,1,2,4,5,9,6,6,12
1.250-1.499,0,0,0,1,2,3,1,0,1,0,4,4
1.000-1.249,1,1,2,2,4,6,4,3,7,11,10,21
0.750-0.999,0,0,0,0,0,0,1,0,1,0,1,1
0.500-0.749,0,0,0,0,1,1,1,1,2,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,1,0,1
0.000-0.249,0,1,1,8,11,19,33,26,59,74,92,166
