GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,67,60,127,110,201,311,191,407,598,381,771,1152
3.750-3.999,0,0,0,5,2,7,4,12,16,16,35,51
3.500-3.749,78,67,145,27,29,56,36,83,119,96,140,236
3.250-3.499,0,0,0,7,5,12,17,30,47,42,87,129
3.000-3.249,53,60,113,41,52,93,80,96,176,159,228,387
2.750-2.999,0,1,1,0,2,2,2,10,12,6,24,30
2.500-2.749,12,12,24,11,5,16,9,18,27,33,56,89
2.250-2.499,0,0,0,0,0,0,1,13,14,15,18,33
2.000-2.249,15,24,39,21,14,35,22,35,57,55,117,172
1.750-1.999,0,0,0,0,0,0,2,3,5,0,6,6
1.500-1.749,0,4,4,3,1,4,3,4,7,11,12,23
1.250-1.499,0,0,0,0,2,2,2,0,2,8,7,15
1.000-1.249,1,4,5,3,9,12,9,8,17,9,35,44
0.750-0.999,0,0,0,1,0,1,0,0,0,0,2,2
0.500-0.749,0,1,1,0,1,1,1,1,2,5,4,9
0.250-0.499,1,1,2,0,0,0,0,1,1,1,1,2
0.000-0.249,4,7,11,13,16,29,30,45,75,98,98,196
