GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,3,9,4,16,20,28,86,114,89,220,309
3.750-3.999,0,0,0,1,0,1,2,1,3,4,11,15
3.500-3.749,7,2,9,3,4,7,10,15,25,20,62,82
3.250-3.499,0,0,0,0,1,1,6,4,10,17,16,33
3.000-3.249,0,1,1,6,8,14,23,25,48,36,61,97
2.750-2.999,0,0,0,0,0,0,0,0,0,5,6,11
2.500-2.749,3,0,3,1,1,2,3,3,6,11,19,30
2.250-2.499,0,0,0,1,0,1,0,1,1,4,4,8
2.000-2.249,1,1,2,2,3,5,9,4,13,13,19,32
1.750-1.999,0,0,0,0,0,0,1,0,1,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,1,3,4
1.250-1.499,0,0,0,0,0,0,1,1,2,0,2,2
1.000-1.249,1,0,1,0,0,0,0,2,2,1,4,5
0.750-0.999,0,0,0,0,0,0,0,0,0,0,1,1
0.500-0.749,0,0,0,0,0,0,0,0,0,2,1,3
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,2,3,5,4,7,11,18,21,39
