GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,5,5,14,103,117,18,159,177,57,421,478
3.750-3.999,1,1,2,3,26,29,12,63,75,24,155,179
3.500-3.749,1,7,8,6,33,39,14,96,110,29,193,222
3.250-3.499,0,4,4,5,34,39,9,79,88,20,109,129
3.000-3.249,1,5,6,3,35,38,9,46,55,13,88,101
2.750-2.999,0,1,1,0,14,14,2,13,15,9,27,36
2.500-2.749,1,4,5,3,9,12,3,11,14,4,18,22
2.250-2.499,1,3,4,0,5,5,0,4,4,1,10,11
2.000-2.249,0,2,2,3,1,4,0,5,5,3,1,4
1.750-1.999,0,1,1,0,1,1,0,0,0,0,1,1
1.500-1.749,0,0,0,0,2,2,0,0,0,0,3,3
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,1,0,1,0,2,2
0.750-0.999,0,0,0,0,0,0,0,1,1,0,1,1
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,2,1,3,1,1,2,1,10,11
