GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,17,22,29,43,72,68,49,117,171,99,270
3.750-3.999,6,13,19,27,32,59,55,30,85,83,41,124
3.500-3.749,4,16,20,40,27,67,80,33,113,120,69,189
3.250-3.499,18,10,28,35,13,48,82,22,104,155,49,204
3.000-3.249,17,10,27,29,27,56,95,22,117,143,30,173
2.750-2.999,10,4,14,11,8,19,41,7,48,68,12,80
2.500-2.749,7,7,14,20,4,24,27,6,33,41,7,48
2.250-2.499,6,1,7,5,4,9,16,2,18,22,5,27
2.000-2.249,3,0,3,7,4,11,14,5,19,21,5,26
1.750-1.999,0,0,0,2,0,2,3,2,5,3,0,3
1.500-1.749,1,0,1,2,1,3,6,3,9,4,2,6
1.250-1.499,0,0,0,0,0,0,2,0,2,2,1,3
1.000-1.249,1,0,1,0,1,1,3,3,6,1,2,3
0.750-0.999,0,1,1,1,0,1,1,1,2,1,0,1
0.500-0.749,1,0,1,0,0,0,0,0,0,1,0,1
0.250-0.499,1,0,1,0,0,0,2,0,2,0,0,0
0.000-0.249,0,1,1,1,0,1,4,0,4,5,2,7
