GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,81,105,186,176,286,462,196,388,584,450,861,1311
3.750-3.999,21,34,55,83,142,225,122,222,344,269,511,780
3.500-3.749,42,80,122,125,193,318,150,262,412,291,542,833
3.250-3.499,38,64,102,107,151,258,151,184,335,244,369,613
3.000-3.249,44,58,102,95,162,257,148,198,346,261,381,642
2.750-2.999,24,30,54,34,56,90,55,77,132,91,155,246
2.500-2.749,31,42,73,51,68,119,75,78,153,115,114,229
2.250-2.499,15,20,35,37,43,80,37,55,92,65,91,156
2.000-2.249,21,24,45,24,31,55,40,47,87,63,68,131
1.750-1.999,7,15,22,7,15,22,10,12,22,28,19,47
1.500-1.749,7,8,15,7,13,20,16,19,35,33,17,50
1.250-1.499,3,3,6,6,7,13,10,13,23,18,17,35
1.000-1.249,4,6,10,6,5,11,9,12,21,15,16,31
0.750-0.999,0,2,2,1,2,3,2,1,3,6,5,11
0.500-0.749,2,2,4,1,4,5,5,2,7,5,3,8
0.250-0.499,5,1,6,1,1,2,2,1,3,3,2,5
0.000-0.249,5,13,18,9,12,21,14,20,34,32,48,80
