GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,15,18,27,114,141,48,137,185,112,479,591
3.750-3.999,6,23,29,14,65,79,30,74,104,66,184,250
3.500-3.749,11,32,43,33,72,105,52,91,143,94,152,246
3.250-3.499,8,23,31,40,66,106,36,62,98,76,112,188
3.000-3.249,16,36,52,39,53,92,41,69,110,70,81,151
2.750-2.999,7,11,18,21,17,38,17,21,38,22,23,45
2.500-2.749,7,15,22,16,19,35,10,14,24,16,18,34
2.250-2.499,5,4,9,7,14,21,5,8,13,12,12,24
2.000-2.249,2,7,9,8,5,13,8,7,15,11,9,20
1.750-1.999,0,2,2,5,2,7,1,5,6,3,1,4
1.500-1.749,3,3,6,4,1,5,5,1,6,1,4,5
1.250-1.499,0,0,0,1,5,6,1,1,2,1,0,1
1.000-1.249,0,1,1,1,0,1,0,1,1,0,2,2
0.750-0.999,0,0,0,2,0,2,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,1,0,1,0,0,0,0,0,0,0,0,0
0.000-0.249,0,2,2,0,0,0,1,2,3,8,106,114
