GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,11,38,49,8,83,91,16,174,190,47,427,474
3.750-3.999,6,16,22,8,41,49,3,62,65,21,161,182
3.500-3.749,5,33,38,8,62,70,14,75,89,40,176,216
3.250-3.499,4,21,25,5,46,51,15,52,67,18,82,100
3.000-3.249,1,30,31,4,50,54,5,46,51,18,68,86
2.750-2.999,5,18,23,3,18,21,2,16,18,2,18,20
2.500-2.749,6,15,21,1,14,15,4,14,18,1,15,16
2.250-2.499,2,6,8,0,22,22,3,5,8,1,5,6
2.000-2.249,0,18,18,2,10,12,0,1,1,1,3,4
1.750-1.999,0,6,6,0,3,3,1,2,3,1,2,3
1.500-1.749,0,5,5,0,1,1,0,2,2,1,0,1
1.250-1.499,0,2,2,1,3,4,0,1,1,0,0,0
1.000-1.249,0,4,4,0,2,2,0,2,2,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,0,0,0,0,2,2,1,7,8
