GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,779,599,1378,1206,1355,2561,1223,1505,2728,2803,3618,6421
3.750-3.999,228,200,428,609,633,1242,787,833,1620,1743,1857,3600
3.500-3.749,437,411,848,954,925,1879,1117,1070,2187,2250,2059,4309
3.250-3.499,364,312,676,778,726,1504,1054,808,1862,1943,1505,3448
3.000-3.249,625,480,1105,920,818,1738,1082,868,1950,2052,1341,3393
2.750-2.999,213,194,407,387,334,721,518,346,864,832,561,1393
2.500-2.749,226,204,430,435,337,772,536,353,889,791,455,1246
2.250-2.499,137,109,246,269,219,488,331,208,539,440,285,725
2.000-2.249,210,173,383,245,181,426,250,193,443,415,237,652
1.750-1.999,40,62,102,84,64,148,76,59,135,131,78,209
1.500-1.749,45,47,92,76,61,137,104,59,163,114,70,184
1.250-1.499,28,21,49,42,38,80,43,40,83,64,40,104
1.000-1.249,44,41,85,43,44,87,53,37,90,46,42,88
0.750-0.999,15,11,26,14,11,25,13,14,27,23,11,34
0.500-0.749,14,15,29,18,8,26,21,10,31,21,13,34
0.250-0.499,19,5,24,11,3,14,12,6,18,14,4,18
0.000-0.249,85,76,161,82,56,138,77,53,130,143,222,365
