GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,198,39,237,559,128,687,525,110,635,1300,470,1770
3.750-3.999,35,11,46,236,62,298,304,77,381,744,259,1003
3.500-3.749,102,24,126,361,102,463,462,103,565,1021,335,1356
3.250-3.499,58,12,70,252,110,362,389,103,492,898,244,1142
3.000-3.249,159,45,204,348,117,465,489,136,625,1047,254,1301
2.750-2.999,36,12,48,177,61,238,221,58,279,488,113,601
2.500-2.749,50,11,61,173,64,237,213,57,270,395,98,493
2.250-2.499,32,9,41,116,32,148,145,34,179,241,59,300
2.000-2.249,52,18,70,110,30,140,122,35,157,200,50,250
1.750-1.999,7,5,12,44,16,60,46,10,56,56,10,66
1.500-1.749,21,1,22,31,12,43,35,13,48,49,12,61
1.250-1.499,7,4,11,23,3,26,29,10,39,26,5,31
1.000-1.249,9,4,13,19,3,22,21,7,28,29,5,34
0.750-0.999,5,3,8,10,5,15,6,0,6,10,6,16
0.500-0.749,8,0,8,8,0,8,10,1,11,5,1,6
0.250-0.499,1,0,1,7,2,9,3,1,4,2,0,2
0.000-0.249,139,33,172,60,10,70,31,8,39,66,9,75
