GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,16,3,19,138,56,194,371,100,471,800,238,1038
3.750-3.999,0,0,0,1,0,1,6,0,6,7,3,10
3.500-3.749,0,1,1,19,8,27,71,22,93,160,41,201
3.250-3.499,1,0,1,9,6,15,31,11,42,41,15,56
3.000-3.249,7,2,9,63,19,82,161,47,208,358,94,452
2.750-2.999,0,0,0,12,1,13,9,1,10,21,4,25
2.500-2.749,3,0,3,10,4,14,32,1,33,70,17,87
2.250-2.499,1,0,1,6,1,7,13,1,14,17,3,20
2.000-2.249,16,6,22,36,16,52,72,14,86,115,38,153
1.750-1.999,0,0,0,2,0,2,2,1,3,2,0,2
1.500-1.749,0,1,1,3,2,5,9,1,10,20,2,22
1.250-1.499,0,0,0,1,1,2,3,1,4,3,1,4
1.000-1.249,1,0,1,8,5,13,24,5,29,27,9,36
0.750-0.999,1,1,2,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,2,1,3,4,0,4
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,28,13,41,22,8,30,70,22,92,338,115,453
