GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,65,78,143,78,96,174,39,40,79,5,2,7
3.750-3.999,0,1,1,1,0,1,0,0,0,0,0,0
3.500-3.749,62,60,122,17,21,38,9,12,21,1,1,2
3.250-3.499,0,1,1,4,5,9,4,6,10,0,0,0
3.000-3.249,46,30,76,23,27,50,12,15,27,0,3,3
2.750-2.999,0,0,0,1,1,2,0,1,1,0,0,0
2.500-2.749,15,17,32,4,6,10,2,3,5,0,0,0
2.250-2.499,0,0,0,0,1,1,2,1,3,0,0,0
2.000-2.249,6,4,10,10,6,16,7,5,12,1,1,2
1.750-1.999,0,0,0,0,2,2,0,1,1,0,0,0
1.500-1.749,2,2,4,3,1,4,0,1,1,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,3,2,5,1,0,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,3,6,7,8,15,1,0,1,1,0,1
